DA_Number,Detail_URL,Description,Submitted_Date,Decision,Categories,Property_Address,Applicant,Progress,Fees,Documents,Contact_Council
MA25/1349,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736161&propkey=1005021, S4.55(1A) to DA24/1732 - amendments to conditions to ensure consistency with SSD 3846, 21/10/2025,UnderAss,Modification Application,"Culburra Rd, CULBURRA BEACH",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '16/10/2025|Modification Application Received|2025-10-16||2025-10-16|Past']",$1246.08,"MA25/1349/8 Connected Documents - Allen Price Pty Ltd - P...
MA25/1349/2 Notification / Submissions - Allen Price Pty ...
MA25/1349/7 Post Determination - Allen Price Pty Ltd - PA...
MA25/1349/3 Referrals - Allen Price Pty Ltd - PAN-581845 ...
  *D25/511795 Internal Referral - Biodiversity - MA2025/134... 
MA25/1349/6 Determination - Allen Price Pty Ltd - PAN-581...
MA25/1349/1 Application - Allen Price Pty Ltd - PAN-58184...
  *D25/466579 Report - Draft Vegetation Management Plan - C... 
  *D25/466583 Report - Draft Construction Environmental Man... 
  *D25/466586 Report - Staging - Culburra Road CULBURRA BE... 
  *D25/466577 Letter - Planning Submission Cover Letter - ... 
MA25/1349/5 Inspections - Allen Price Pty Ltd - PAN-58184...
MA25/1349 Allen Price Pty Ltd - PAN-581845 - Culburra R...
MA25/1349/4 Assessment - Allen Price Pty Ltd - PAN-581845...",Not required
DA25/2313,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736209&propkey=88408, Partial demolition and replacement retaining wall works, 22/10/2025,Approved on 17/11/2025,Development Application,"40 Junction St, NOWRA",Nowra Bowling & Recreation Club Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '17/10/2025|Development Application Received|2025-10-17||2025-10-17|Past']",$1617,"DA25/2313 Nowra Bowling & Recreation Club Ltd - PAN-581...
DA25/2313/1 Application - Nowra Bowling & Recreation Club...
  *D25/475500 Forms - Waste Management - 40 Junction Stree... 
  *D25/475555 Report - Structural Engineering - 40 Junction... 
  *D25/475549 Report - Biodiversity Offset Scheme - 40 Junc... 
  *D25/475543 Report - Statement of Environmental Effects -... 
  *D25/475526 Plans - Site - 40 Junction Street NOWRA NSW 2... 
DA25/2313/6 Determination - Nowra Bowling & Recreation Cl...
  *D25/541195 Notice of Determination - DA2025 2313 - 40 J... 
  *D25/541201 approved plans - retaining wall - nowra bowli... 
  *D25/541213 approved SEE - nowra bowling club - 40 Juncti... 
  *D25/541217 approved WMP - nowra bowling club - 40 Juncti... 
DA25/2313/5 Inspections - Nowra Bowling & Recreation Club...
DA25/2313/7 Post Determination - Nowra Bowling & Recreati...
DA25/2313/2 Notification / Submissions - Nowra Bowling & ...
DA25/2313/4 Assessment - Nowra Bowling & Recreation Club ...
DA25/2313/8 Connected Documents - Nowra Bowling & Recreat...
DA25/2313/3 Referrals - Nowra Bowling & Recreation Club L...",Not required
DA25/2318,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736352&propkey=13374," Dwelling house, swimming pool and tree removal", 22/10/2025,Approved on 20/11/2025,Development Application,"45 Elizabeth Dr, VINCENTIA",Hotondo South Coast Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '20/10/2025|Development Application Received|2025-10-20||2025-10-20|Past']",$3492.28,"DA25/2318 Hotondo South Coast Pty Ltd - PAN-582657 - 45...
DA25/2318/3 Referrals - Hotondo South Coast Pty Ltd - PAN...
DA25/2318/8 Connected Documents - Hotondo South Coast Pty...
DA25/2318/2 Notification / Submissions - Hotondo South Co...
DA25/2318/7 Post Determination - Hotondo South Coast Pty ...
DA25/2318/5 Inspections - Hotondo South Coast Pty Ltd - P...
DA25/2318/1 Application - Hotondo South Coast Pty Ltd - P...
  *D25/477704 Forms - Waste Management - V2 - Uploaded 21/1... 
  *D25/477687 Certificate - BASIX - 45 Elizabeth Drive VINC... 
  *D25/477756 Report - Biodiversity Offset Scheme - 45 Eliz... 
  *D25/477748 Report - Statement of Environmental Effects -... 
  *D25/477731 Plans - Demolition - 45 Elizabeth Drive VINCE... 
  *D25/477735 Plans - Site - 45 Elizabeth Drive VINCENTIA N... 
  *D25/477744 Plans - Notification - 45 Elizabeth Drive VI... 
DA25/2318/4 Assessment - Hotondo South Coast Pty Ltd - PA...
DA25/2318/6 Determination - Hotondo South Coast Pty Ltd -...
  + D25/544482 Water Development Notice - DA25 2318 - N1 
  *D25/540694 approved Plans 45 Elizabeth Dr Vincentia 
  *D25/540698 approved colour schedule 45 Elizabeth Dr Vinc... 
  *D25/548169 Notice of Determination - Approval - 45 Eliza... ",Not required
DA25/2322,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736418&propkey=22080, Convert Existing Shed to a Second Dwelling to create a Dual Occupancy (Detached). Demolition of an Existing Shed & Construction of a New Garden Shed., 22/10/2025,Approved on 17/12/2025,Development Application,"17 Crookhaven Pde, CURRARONG",Carly Gibson,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '20/10/2025|Development Application Received|2025-10-20||2025-10-20|Past']",$1351.88,"DA25/2322/4 Assessment - C Gibson - PAN-573695 - 17 Crook...
DA25/2322 C Gibson - PAN-573695 - 17 Crookhaven Parade ...
DA25/2322/3 Referrals - C Gibson - PAN-573695 - 17 Crookh...
DA25/2322/2 Notification / Submissions - C Gibson - PAN-5...
DA25/2322/6 Determination - C Gibson - PAN-573695 - 17 Cr...
  *D25/553160 Approved Plans - Architectural - 17 Crookhave... 
  *D25/553170 Approved Reports - Bushfire - 17 Crookhaven ... 
  *D25/590130 Determination - Approval - 17 Crookhaven Pde ... 
  *D25/590289 Approved Reports - BASIX Certificate - 17 Cro... 
DA25/2322/1 Application - C Gibson - PAN-573695 - 17 Croo...
  *D25/478502 Forms - Water Management Plan - 17 Crookhaven... 
  *D25/478512 Report - NatHERS - 17 Crookhaven Parade CURRA... 
  *D25/478515 Report - Biodiversity Offset Scheme - 17 Croo... 
  *D25/478514 Report - Statement of Environmental Effects -... 
  *D25/478517 Report - Bushfire Assessment - 17 Crookhaven ... 
  *D25/478508 Plans - Notification - 17 Crookhaven Parade C... 
  *D25/478498 Certificate - BASIX - 17 Crookhaven Parade C... 
  *D25/478509 Plans - Site - 17 Crookhaven Parade CURRARONG... 
DA25/2322/5 Inspections - C Gibson - PAN-573695 - 17 Croo...
DA25/2322/8 Connected Documents - C Gibson - PAN-573695 -...
DA25/2322/7 Post Determination - C Gibson - PAN-573695 - ...",Not required
DA25/2324,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736426&propkey=86101, Demolition of dwelling and construction of a single storey dwelling house, 22/10/2025,Approved on 01/12/2025,Development Application,"84 Cedarvale Lane (Priv), JASPERS BRUSH",Garsh Developments Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Development Application Received|2025-10-21||2025-10-21|Past']",$4678,"DA25/2324/2 Notification / Submissions - Garsh Developmen...
DA25/2324 Garsh Developments Pty Ltd - PAN-582987 - 84 ...
DA25/2324/1 Application - Garsh Developments Pty Ltd - PA...
  *D25/493620 Forms - Waste Management - 84 Cedarvale Lane... 
  *D25/493613 Certificate - BASIX - 84 Cedarvale Lane (Priv... 
  *D25/493617 Certificate - NatHERS Certificate - 84 Cedarv... 
  *D25/493664 Report - Bushfire Assessment - 84 Cedarvale L... 
  *D25/493668 Report - Statement of Environmental Effects ... 
  *D25/493671 Report - Biodiversity Offset Scheme - 84 Ceda... 
  *D25/493651 Plans - Notification - V2 - Uploaded 22/10/25... 
  *D25/493654 Plans - Site - 84 Cedarvale Lane (Priv) JASP... 
DA25/2324/4 Assessment - Garsh Developments Pty Ltd - PAN...
DA25/2324/8 Connected Documents - Garsh Developments Pty ...
DA25/2324/5 Inspections - Garsh Developments Pty Ltd - PA...
DA25/2324/6 Determination - Garsh Developments Pty Ltd - ...
  *D25/560958 Notice of Determination - - 84 Cedarvale Lane... 
  *D25/560965 Approved Plans (public) - 84 Cedarvale Lane (... 
DA25/2324/7 Post Determination - Garsh Developments Pty L...
DA25/2324/3 Referrals - Garsh Developments Pty Ltd - PAN-...",Not required
MA25/1346,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=735893&propkey=1000136, S4.55(1) to DA13/2303 - Modify condition 21(a) to increase the number of days from 28 to 52 as per MA2025/1023., 22/10/2025,Approved on 27/10/2025,Modification Application,"660 Comerong Island Rd, NUMBAA",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '14/10/2025|Modification Application Received|2025-10-14||2025-10-14|Past']",Not required,"MA25/1346/2 Notification / Submissions - Allen Price Pty ...
MA25/1346/1 Application - Allen Price Pty Ltd - PAN-58104...
  *D25/467216 Letter - Cover Letter - 660 Comerong Island R... 
  *D25/467218 Report - Building code of Australia - 660 Com... 
MA25/1346 Allen Price Pty Ltd - PAN-581042 - 660 Comero...
MA25/1346/6 Determination - Allen Price Pty Ltd - PAN-581...
  *D25/508630 Consolidated Consent - MA2025 1346 Approval -... 
MA25/1346/5 Inspections - Allen Price Pty Ltd - PAN-58104...
MA25/1346/4 Assessment - Allen Price Pty Ltd - PAN-581042...
MA25/1346/3 Referrals - Allen Price Pty Ltd - PAN-581042 ...
MA25/1346/7 Post Determination - Allen Price Pty Ltd - PA...
MA25/1346/8 Connected Documents - Allen Price Pty Ltd - P...",Not required
DA25/2305,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736109&propkey=27040, Continued use of a detached habitable room, 23/10/2025,UnderAss,Development Application,"8 Livingstone St, DURRAS NORTH",Vicki Stevens,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '16/10/2025|Development Application Received|2025-10-16||2025-10-16|Past']",$854,"DA25/2305/2 Notification / Submissions - V Stevens - PAN-...
DA25/2305/1 Application - V Stevens - PAN-581642 - 8 Livi...
  *D25/503577 Report - Bushfire Assessment - 8 Livingstone ... 
  *D25/503539 Forms - Waste Management - 8 Livingstone Str... 
  *D25/503564 Report - Statement of Environmental Effects -... 
  *D25/503515 Certificate - BASIX - V2 - Uploaded 20/10/25 ... 
  *D25/503552 Plans - Site - V2 - Uploaded 21/10/25 - 8 Liv... 
  *D25/503561 Plans - Notification - 8 Livingstone Street ... 
DA25/2305 V Stevens - PAN-581642 - 8 Livingstone Street...
DA25/2305/4 Assessment - V Stevens - PAN-581642 - 8 Livin...
DA25/2305/8 Connected Documents - V Stevens - PAN-581642 ...
DA25/2305/5 Inspections - V Stevens - PAN-581642 - 8 Livi...
DA25/2305/6 Determination - V Stevens - PAN-581642 - 8 Li...
DA25/2305/3 Referrals - V Stevens - PAN-581642 - 8 Living...
DA25/2305/7 Post Determination - V Stevens - PAN-581642 -...",Not required
DA25/2311,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736190&propkey=45401, Continued Use of addition to existing shed and conversion to detached habitable room. Continued use of pergola area., 23/10/2025,Deferred on 05/12/2025,Development Application,"861 Sussex Inlet Rd, SUSSEX INLET",Mark Purdie,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '16/10/2025|Development Application Received|2025-10-16||2025-10-16|Past']",$622,"DA25/2311/3 Referrals - M Purdie - PAN-582010 - 861 Susse...
DA25/2311/2 Notification / Submissions - M Purdie - PAN-5...
DA25/2311/1 Application - M Purdie - PAN-582010 - 861 Sus...
  *D25/494488 Report - Biodiversity Offsets Scheme - 861 Su... 
  *D25/494421 Certificate - BASIX - 861 Sussex Inlet Road ... 
  *D25/494430 Forms - Waste Management - 861 Sussex Inlet ... 
  *D25/494477 Report - Statement of Environmental Effects -... 
  *D25/494454 Plans - Site - 861 Sussex Inlet Road SUSSEX ... 
  *D25/494482 Report - Bushfire Assessment - V2 - Uploaded ... 
  *D25/494450 Plans - Wastewater Site and Soil Assessment -... 
  *D25/494442 Plans - Notification - 861 Sussex Inlet Road ... 
DA25/2311 M Purdie - PAN-582010 - 861 Sussex Inlet Road...
DA25/2311/8 Connected Documents - M Purdie - PAN-582010 -...
DA25/2311/6 Determination - M Purdie - PAN-582010 - 861 S...
  *D25/571278 Notice of Determination - DA2025 2311 - 861 S... 
  *D25/571308 Approved Plans (external) DA2025/2311 - 861 S... 
DA25/2311/5 Inspections - M Purdie - PAN-582010 - 861 Sus...
DA25/2311/7 Post Determination - M Purdie - PAN-582010 - ...
DA25/2311/4 Assessment - M Purdie - PAN-582010 - 861 Suss...",Not required
DA25/2316,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736270&propkey=74701, Construction of a dwelling house, 23/10/2025,UnderAss,Development Application,"179 Cedar Springs Rd, KANGAROO VALLEY",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '17/10/2025|Development Application Received|2025-10-17||2025-10-17|Past']",$7066.96,"DA25/2316 Allen Price Pty Ltd - PAN-582276 - 179 Cedar ...
DA25/2316/4 Assessment - Allen Price Pty Ltd - PAN-582276...
DA25/2316/2 Notification / Submissions - Allen Price Pty ...
DA25/2316/1 Application - Allen Price Pty Ltd - PAN-58227...
  *D25/492839 Report - Geotechnical Assessment - 179 Cedar... 
  *D25/492812 Plans - Bushfire Assessment - 179 Cedar Sprin... 
  *D25/550904 Reports - Amended Waste Management Plan - 179... 
  *D25/492841 Report - Biodiversity Offsets Scheme - 179 Ce... 
  *D25/492745 Certificate - BASIX - V2 - Uploaded 21/10/25 ... 
  *D25/492741 Certificate - NatHERS - V2 - Uploaded 21/10/2... 
  *D25/492836 Report - Statement of Environmental Effects -... 
  *D25/492828 Plans - Wastewater Management - 179 Cedar Spr... 
  *D25/550907 Plans - Amended Site Plan - 179 Cedar Springs... 
  *D25/550909 Plans - Amended Notification Set - 179 Cedar ... 
  *D25/552824 Plans - Amended Landscape Plan - 179 Cedar Sp... 
DA25/2316/7 Post Determination - Allen Price Pty Ltd - PA...
DA25/2316/6 Determination - Allen Price Pty Ltd - PAN-582...
DA25/2316/8 Connected Documents - Allen Price Pty Ltd - P...
DA25/2316/5 Inspections - Allen Price Pty Ltd - PAN-58227...
DA25/2316/3 Referrals - Allen Price Pty Ltd - PAN-582276 ...
  *D25/555115 Referral Response - Endeavour Energy - 179 Ce... 
  *D25/561192 Referral Response - NSW Crown Lands - No Obje... ",Not required
DA25/2323,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736422&propkey=13657, Alterations and additions to two storey dwelling house, 23/10/2025,Approved on 19/12/2025,Development Application,"29 Miller St, VINCENTIA",Hylton Ward,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Development Application Received|2025-10-21||2025-10-21|Past']",$1370.08,"DA25/2323 H Ward - PAN-582965 - 29 Miller Street VINCEN...
DA25/2323/1 Application - H Ward - PAN-582965 - 29 Miller...
  *D25/496647 Report - Biodiversity Offsets Scheme - 29 Mil... 
  *D25/496588 Certificate - BASIX - 29 Miller Street VINCEN... 
  *D25/496601 Forms - Waste Management - 29 Miller Street V... 
  *D25/496656 Report - Statement of Environmental effects -... 
  *D25/496665 Report - Aboriginal Heritage Information Mana... 
  *D25/556549 Plans - REVISED - Notification Plans - 29 Mil... 
DA25/2323/3 Referrals - H Ward - PAN-582965 - 29 Miller S...
DA25/2323/2 Notification / Submissions - H Ward - PAN-582...
DA25/2323/5 Inspections - H Ward - PAN-582965 - 29 Miller...
DA25/2323/6 Determination - H Ward - PAN-582965 - 29 Mill...
  *D25/591082 APPROVED - Plan - Stormwater Drainage Concept... 
  *D25/591084 APPROVED - Certificate - BASIX - 29 Miller St... 
  *D25/591085 APPROVED - Forms - Waste Management - 29 Mill... 
  *D25/595824 APPROVED - Plans - Architectural Plans - 29 M... 
  *D25/595835 APPROVED - Notice of Determination - Alterati... 
DA25/2323/4 Assessment - H Ward - PAN-582965 - 29 Miller ...
DA25/2323/7 Post Determination - H Ward - PAN-582965 - 29...
DA25/2323/8 Connected Documents - H Ward - PAN-582965 - 2...",Not required
DA25/2326,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736467&propkey=34229, Detached Garage and Habitable Studio, 23/10/2025,Approved on 01/12/2025,Development Application,"76 Pitt St, NORTH NOWRA",Hotondo South Coast Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Development Application Received|2025-10-21||2025-10-21|Past']",$836,"DA25/2326 Hotondo South Coast Pty Ltd - PAN-583127 - 76...
DA25/2326/1 Application - Hotondo South Coast Pty Ltd - P...
  *D25/495680 Forms - Waste Management - 76 Pitt Street NOR... 
  *D25/495719 Report - Biodiversity Offsets Scheme - 76 Pit... 
  *D25/495724 Report - Statement of Environmental Effects -... 
  *D25/495710 Plans - Colour Schedule - V2 - Uploaded 23/10... 
  *D25/495715 Plans - Notification - 76 Pitt Street NORTH ... 
DA25/2326/4 Assessment - Hotondo South Coast Pty Ltd - PA...
DA25/2326/3 Referrals - Hotondo South Coast Pty Ltd - PAN...
DA25/2326/7 Post Determination - Hotondo South Coast Pty ...
DA25/2326/6 Determination - Hotondo South Coast Pty Ltd -...
  *D25/560938 Notice of Determination - 76 Pitt Street NORT... 
  *D25/560945 Approved Plans (public) - 76 Pitt Street NORT... 
DA25/2326/2 Notification / Submissions - Hotondo South Co...
DA25/2326/8 Connected Documents - Hotondo South Coast Pty...
DA25/2326/5 Inspections - Hotondo South Coast Pty Ltd - P...",Not required
DA25/2340,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736619&propkey=28971, Alterations and additions to dwelling house, 23/10/2025,Approved on 24/11/2025,Development Application,"45 Catherine St, MYOLA",Garsh Developments Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '22/10/2025|Development Application Received|2025-10-22||2025-10-22|Past']",$1428.32,"DA25/2340/2 Notification / Submissions - Garsh Developmen...
  *D25/537920 Submission - Attachment - tree issue branch s... 
  *D25/537924 Submission - Attachment - Balcony looking int... 
  *D25/537927 Submission - Attachment - No guttering - Ms L... 
  *D25/538183 Submission - Ms Lorraine Ratcliffe - PUBLIC -... 
  *D25/538203 Submission - Attachment - Letter (Redacted) -... 
DA25/2340/1 Application - Garsh Developments Pty Ltd - PA...
  *D25/504468 Forms - Waste Management - 45 Catherine Stree... 
  *D25/504460 Certificate - BASIX - 45 Catherine Street MYO... 
  *D25/504510 Report - Biodiversity Offsets Scheme - 45 Cat... 
  *D25/504514 Report - Statement of Enviromental Effects - ... 
  *D25/504505 Plans - Notification - 45 Catherine Street M... 
  *D25/504497 Plans - Site - 45 Catherine Street MYOLA NSW... 
  *D25/532814 Plans - Revised Notification Plans - DA25/234... 
DA25/2340 Garsh Developments Pty Ltd - PAN-583646 - 45 ...
DA25/2340/8 Connected Documents - Garsh Developments Pty ...
DA25/2340/5 Inspections - Garsh Developments Pty Ltd - PA...
DA25/2340/4 Assessment - Garsh Developments Pty Ltd - PAN...
DA25/2340/7 Post Determination - Garsh Developments Pty L...
DA25/2340/6 Determination - Garsh Developments Pty Ltd - ...
  *D25/550700 Notice of Determination - Approval - DA2025/2... 
  *D25/551444 Approved Document - BASIX Certificate - DA202... 
  *D25/551452 Approved Plans - External - DA2025/2340 - 45 ... 
DA25/2340/3 Referrals - Garsh Developments Pty Ltd - PAN-...",Not required
